Token,POS
kena,V
yunivesithi,N09
.,ZE
,
Re,CSPERS
sebetsa,V
le,PART
ditheo,N10
tsa,CPOSS10
thuto,N09
e,CS09
phahameng,V
ho,CN15
netefatsa,V
hore,CONJ
barutwana,N02
ba,CS02
lokelang,V
ba,CS02
fumana,V
thuso,N09
ya,CPOSS09
ditjhelete,N10
",",ZM
ka,PART
Sekema,N07
sa,CPOSS07
Setjhaba,N07
sa,CPOSS07
Thuso,N09
ya,CPOSS09
Baithuti,N02
ka,PART
Ditjhelete,N10
.,ZE
,
Re,CSPERS
bile,VCOP
re,CSPERS
ipehetse,V
dipheo,N08
bakeng,N07
sa,CPOSS07
ntshetsopele,N09
ya,CPOSS09
dithupello,N10
",",ZM
ho,CN15
hlahisa,V
dienjenere,N10
le,PART
boratekgeniki,N02b
ba,CPOSS14
tlatsetso,N09
",",ZM
le,PART
ho,CN15
eketsa,V
lenane,N05
la,CPOSS05
matitjhere,N06
a,CPOSS06
thuto,N09
ya,CPOSS09
dipalo,N10
le,PART
Saense,N09
.,ZE
,
Hapehape,ADV
re,CSPERS
loketse,VAUX
ho,CN15
phahamisa,V
lenane,N05
la,CPOSS05
batjha,N02
ba,CS02
kenelang,V
dithupelo,N10
tsa,CPOSS10
mosebetsi,N03
mafapheng,N06
a,CPOSS06
poraefete,N09
le,PART
a,CPOSS06
mmuso,N03
.,ZE
,
Sephetho,N07
se,ADJC07
seng,ADJ07
sa,CPOSS07
bohlokwa,N14
ke,VCOP
ho,CN15
netefatsa,V
bophelo,N14
bo,ADJC14
bolelele,ADJ14
le,PART
bo,ADJC14
botle,ADJ14
bakeng,N07
sa,CPOSS07
maAforika,NPP
Borwa,N14
kaofela,ADV
.,ZE
,
Re,CSPERS
tla,MORPHFUT
phehella,V
ho,CN15
ntlafatsa,V
mokgwa,N03
wa,CPOSS03
rona,PROPOSSPERS
wa,CPOSS03
tsa,CPOSS10
bophelo,N14
bo,ADJC14
botle,ADJ14
.,ZE
,
Sena,CD07
se,CS07
kenyeletsa,V
kaho,N09
le,PART
ntlafatso,N09
ya,CPOSS09
dipetlele,N08
le,PART
ditliliniki,N10
",",ZM
le,PART
ho,CN15
ntlafatsa,V
maemo,N06
a,CPOSS06
tshebetso,N09
a,CPOSS06
basebeletsi,N02
ba,CPOSS02
tsa,CPOSS10
bophelo,N14
.,ZE
,
Re,CSPERS
imatahantse,V
le,PART
Banka,N09
ya,CPOSS09
Ntshetsopele,N09
ya,CPOSS09
Aforika,NPP
e,CS09
Borwa,N14
ho,CN15
ntlafatsa,V
tshebetso,N09
ya,CPOSS09
dipetlele,N08
tsa,CPOSS08
setjhaba,N07
le,PART
diofisi,N10
tsa,CPOSS10
tsona,PROPOSS08
tsa,CPOSS10
ditereke,N08
.,ZE
,
Re,CSPERS
bile,VCOP
re,CSPERS
sebetsa,V
mmoho,ADV
le,PART
Banka,N09
ya,CPOSS09
Ntshetsopele,N09
ya,CPOSS09
Aforika,NPP
e,CS09
Borwa,N14
le,PART
Koporasi,N09
ya,CPOSS09
Ntshetsopele,N09
ya,CPOSS09
Diindaseteri,N10
",",ZM
lenaneong,N05
la,CPOSS05
mmuso,N03
la,CPOSS05
ho,CN15
matahanya,V
tshebedisano,N09
mahareng,N06
a,CPOSS06
mekgatlo,N04
ya,CPOSS04
poraefete,N09
le,PART
ya,CPOSS09
mmuso,N03
bakeng,N07
sa,CPOSS07
ho,CN15
ntlafatsa,V
dipetlele,N08
le,PART
phano,N09
ya,CPOSS09
ditjhelete,N10
bakeng,N07
sa,CPOSS07
diporojeke,N10
.,ZE
,
Ditho,N08
tse,CS08
hlomphehileng,V
",",ZM
,
Re,CSPERS
lokela,VAUX
ho,CN15
tobana,V
le,PART
nnete,N09
ya,CPOSS09
hore,CONJ
tebello,N09
ya,CPOSS09
nako,N09
ya,CPOSS09
ho,CN15
phela,V
ha,CONJ
masea,N06
a,CS06
hlahang,V
",",ZM
e,CS09
theohile,V
ho,CN15
tloha,V
dilemong,N08
tse,ADJC08
60,RV
ka,PART
1994,RV
ho,CN15
ya,V
ka,PART
tlasenyana,NLOC
ho,PART
dilemo,N08
tse,ADJC08
50,RV
kajeno,ADV
.,ZE
,
Ha,CONJ
ho,CSINDEF
le,VCOP
jwalo,ADV
re,CSPERS
etsa,V
boitshunyako,N14
ba,CPOSS14
ho,CN15
theola,V
sekgahla,N07
sa,CPOSS07
ho,CN15
shwa,V
ha,CPOSS15
bomme,N02b
ba,CPOSS02
masea,N06
ho,CN15
fokotsa,V
tshwaetso,N09
tse,ADJC10
ntjha,ADJ10
tsa,CPOSS10
HIV,RL
le,PART
ho,CN15
phekola,V
HIV,RK
le,PART
TB,N09
ka,PART
ho,CN15
phethahala,V
.,ZE
,
Re,CSPERS
tla,MORPHFUT
boela,V
re,CSPERS
fokotsa,V
ho,CN15
shwa,V
ha,CPOSS15
masea,N06
ka,PART
lenaneo,N05
le,PART
matla,N06
la,CPOSS05
kentelo,N09
.,ZE
,
Re,CSPERS
tla,MORPHFUT
tsoseletsa,V
mananeo,N06
a,CPOSS06
bophelo,N14
bo,ADJC14
botle,ADJ14
dikolong,N08
.,ZE
,
Re,CSPERS
tla,MORPHFUT
kenya,V
tshebetsong,N09
boitlamo,N14
bohle,PROQUANT14
bo,CS14
entsweng,V
ka,PART
Letsatsi,N05
la,CPOSS05
Lefatshe,N05
la,CPOSS05
AIDS,RK
tse,CS10
amanang,V
le,PART
mekgwa,N04
e,ADJC04
metjha,ADJ04
ya,CPOSS04
ho,CN15
thibela,V
HIV,RL
le,PART
ho,CN15
e,CO09
phekola,V
.,ZE
,
Mosebetsi,N03
o,CS03
matla,N06
o,CS03
se,VAUX
o,CS03
le,VCOP
motjheng,N03
bakeng,N07
sa,CPOSS07
ho,CN15
netefatsa,V
hore,CONJ
mosebetsi,N03
oo,CD03
o,CS03
nakong,N09
.,ZE
,
Re,CSPERS
tla,MORPHFUT
boela,V
re,CSPERS
tswela,V
pele,NLOC
ka,PART
boitokisetso,N14
ba,CPOSS14
ho,CN15
theha,V
tsela,N09
ya,CPOSS09
setjhaba,N07
ya,CPOSS09
inshorense,N09
ya,CPOSS09
bophelo,N14
bo,ADJC14
botle,ADJ14
.,ZE
,
MaAforika,NPP
Borwa,N14
a,CPOSS06
heso,PROPOSSPERS
",",ZM
,
Re,CSPERS
sebetsa,V
ka,PART
thata,ADV
ho,CN15
netefatsa,V
hore,CONJ
motho,N01
e,ADJC01
mong,ADJ01
le,PART
e,ADJC01
mong,ADJ01
a,CS01
ikutlwe,V
a,CS01
bolokehile,V
le,PART
hore,CONJ
o,CS01
bolokehile,V
ka,PART
hara,NLOC
Aforika,NPP
Borwa,N14
.,ZE
,
Re,CSPERS
tla,MORPHFUT
ntshetsapele,V
mosebetsi,N03
wa,CPOSS03
rona,PROPOSSPERS
wa,CPOSS03
ho,CN15
fokotsa,V
ditlolo,N10
tse,ADJC10
mpe,ADJ10
le,PART
tse,CS10
nang,VCOP
le,PART
merusu,N04
tsa,CPOSS10
molao,N03
",",ZM
le,PART
ho,CN15
netefatsa,V
hore,CONJ
tsela,N09
ya,CPOSS09
rona,PROPOSSPERS
ya,CPOSS09
toka,N09
e,CS09
sebetsa,V
ka,PART
ho,CN15
phethahala,V
.,ZE
,
Re,CSPERS
ntse,VAUX
re,CSPERS
kenya,V
tshebetsong,N09
meralo,N04
ya,CPOSS04
ho,CN15
eketsa,V
lenane,N05
la,CPOSS05
mapolesa,N06
a,CPOSS06
banna,N02
le,PART
basadi,N02
ka,PART
10%,RS
dilemong,N08
tse,ADJC08
tharo,ADJ08
tse,CS08
tlang,V
.,ZE
,
Re,CSPERS
hlwaile,V
ntwa,N09
kgahlanong,N09
le,PART
ho,CN15
nkelwa,V
dikoloi,N10
ha,CPOSSLOC
batho,N02
ka,PART
mahahapa,N06
",",ZM
tlatlapo,N09
ya,CPOSS09
ditsha,N10
tsa,CPOSS10
kgwebo,N09
le,PART
matlong,N06
",",ZM
mmoho,ADV
le,PART
ditlolo,N10
tsa,CPOSS10
molao,N03
tse,CS10
jwaloka,ADV
polao,N09
",",ZM
peto,N09
le,PART
ho,CN15
otlwa,V
",",ZM
e,CSNEUT
le,VCOP
tsona,PROEMP10
tse,CS10
ka,V
sehlohong,N07
.,ZE
,
Bohle,PROQUANT02
re,CSPERS
na,VCOP
le,PART
karolo,N09
eo,CD09
re,CSPERS
lokelang,VAUX
ho,CN15
e,CO09
bapala,V
.,ZE
,
Ha,PART
re,CSPERS
beng,VCOP
karolo,N09
ya,CPOSS09
diforamo,N10
tsa,CPOSS10
baahi,N02
tsa,CPOSS10
polokeho,N09
.,ZE
,
Ha,PART
re,CSPERS
tloheleng,V
ho,CN15
reka,V
thepa,N09
e,CS09
utswitsweng,V
.,ZE
,
Ka,PART
dinako,N10
tsohle,PROQUANT10
ha,PART
re,CSPERS
beng,VCOP
malala,N06
a,CS06
laotswe,V
ho,CN15
fana,V
ka,PART
tlhahiso,N09
leseding,N05
ya,CPOSS09
diketso,N10
tsa,CPOSS10
botlokotsebe,N14
sepoleseng,N07
.,ZE
,
Tshebedisano,N09
mmoho,ADV
etla,V
lwantsha,V
botlokotsebe,N14
.,ZE
,
Baheso,N02
le,PART
baeti,N02
ba,CS02
hlomphehang,V
",",ZM
,
mmuso,N03
wa,CPOSS03
lehae,N05
o,CS03
lokela,VAUX
ho,CN15
sebetsa,V
.,ZE
,
Bomasepala,N02b
ba,CS02
lokela,VAUX
ho,CN15
ntlafatsa,V
phano,N09
ya,CPOSS09
matlo,N06
",",ZM
metsi,N06
",",ZM
tlhweko,N09
",",ZM
motlakase,N03
",",ZM
taolo,N09
ya,CPOSS09
matlakala,N06
le,PART
ditsela,N10
.,ZE
,
Re,CSPERS
ile,VAUX
ra,CSPERS
tshwara,V
kopano,N09
le,PART
bomajoro,N14
le,PART
balaodi,N02
ba,CPOSS02
bomasepala,N02b
selemong,N07
se,CS07
fetileng,V
.,ZE
,
Sena,CD07
se,CS07
fane,V
ka,PART
lesedi,N05
la,CPOSS05
bohlokwa,N14
bakeng,N07
sa,CPOSS07
diphephetso,N10
tse,CS10
teng,NLOC
ka,PART
hara,NLOC
mmuso,N03
wa,CPOSS03
lehae,N05
.,ZE
,
Re,CSPERS
ile,VAUX
ra,CSPERS
boela,V
ra,CSPERS
etela,V
baahi,N02
le,PART
bomasepala,N02b
ba,CS02
fapaneng,V
",",ZM
ho,CN15
kenyeletsa,V
Balfour,NPP
e,CS09
Mpumalanga,NPP
le,PART
Thembisa,NPP
e,CS09
Gauteng,NPP
.,ZE
,
Kamora,NLOC
leeto,N05
la,CPOSS05
Balfour,NPP
",",ZM
re,CSPERS
ile,VAUX
ra,CSPERS
romela,V
moifo,N03
wa,CPOSS03
matona,N06
a,CS06
robong,ADJ06
ho,CN15
etela,V
tulo,N09
eo,CD09
ho,CN15
shebana,V
le,PART
dintlha,N10
tse,CS10
hlahisitsweng,V
ke,PART
baahi,N02
.,ZE
,
Dintlha,N10
tse,ADJC10
ngata,ADJ10
ho,CSINDEF
se,VAUX
ho,CSINDEF
mekamekanwe,V
le,PART
tsona,PROEMP10
.,ZE
,
Ke,CSPERS
laetse,V
matona,N06
ho,CN15
mekamekana,V
le,PART
ditaba,N10
tse,CS10
ntseng,VAUX
di,CS10
saletse,V
morao,NLOC
.,ZE
,
Re,CSPERS
sa,MORPHPROG
boela,V
re,CSPERS
phetha,V
hore,CONJ
ha,CONJ
hona,PROEMPLOC
dingongoreho,N10
tse,CS10
ka,MORPHPOT
etsang,V
hore,CONJ
batho,N02
ba,CS02
etse,V
merusu,N04
le,PART
ho,CN15
senya,V
thepa,N09
.,ZE
,
Re,CSPERS
laetse,V
makala,N06
a,CPOSS06
tsa,CPOSS10
molao,N03
hore,CONJ
a,CS06
lwantshe,V
ho,CN15
hloka,V
taolo,N09
ka,PART
matla,N06
Balfour,NPP
le,PART
ditulong,N10
tse,ADJC10
ding,ADJ10
.,ZE
,
Ka,PART
Tshitwe,N09
2009,RV
",",ZM
Kabinete,N09
e,CS09
dumellane,V
ka,PART
lewa,N05
la,CPOSS05
tshebetso,N09
bakeng,N07
sa,CPOSS07
mmuso,N03
wa,CPOSS03
lehae,N05
.,ZE
,
Sena,CD07
se,CS07
tla,MORPHFUT
netefatsa,V
hore,CONJ
mmuso,N03
wa,CPOSS03
lehae,N05
o,CS03
na,VCOP
le,PART
the,RV
bolaodi,N14
bo,ADJC14
hlwahlwa,ADJ14
",",ZM
bokgoni,N14
ba,CPOSS14
tsamaiso,N09
le,PART
ba,CPOSS14
botekginiki,N14
.,ZE
,
Selemong,N07
sena,CD07
sa,CPOSS07
tshebetso,N09
",",ZM
ha,PART
re,CSPERS
sebetseng,V
mmoho,ADV
ho,CN15
etsa,V
hore,CONJ
mmuso,N03
wa,CPOSS03
lehae,N05
e,CSNEUT
be,VCOP
boikarabelo,N14
ba,CPOSS14
rona,PROPOSSPERS
kaofela,ADV
.,ZE
,
Re,CSPERS
sebeletsa,V
ho,CN15
ntlafatsa,V
bodulo,N14
le,PART
ho,CN15
fana,V
ka,PART
ditshebeletso,N10
bathong,N02
ba,CPOSS02
mekhukhu,N04
e,CS04
dutseng,V
tulong,N10
tse,ADJC10
hantle,ADV
tse,ADJC10
hlwahlwa,ADJ10
le,PART
ho,CN15
fana,V
le,PART
ditokelo,N10
tsa,CPOSS10
naha,N09
ho,PART
bonyane,N14
matlo,N06
a,ADJC06
500,RV
000,RV
ka,PART
2014,RV
.,ZE
,
Re,CSPERS
rera,V
ho,CN15
behella,V
ka,PART
thoko,N09
dihektare,N10
tse,ADJC10
6,RV
000,RV
tsa,CPOSS10
Naha,N09
e,CS09
dutseng,V
hantle,ADV
bakeng,N07
sa,CPOSS07
ba,CS02
amohelang,V
meputso,N04
e,CS09
tlase,NLOC
le,PART
matlo,N06
a,CS06
kgonehang,V
.,ZE
,
Ntlafatso,N09
e,ADJC09
ntjha,ADJ09
ya,CPOSS09
bohlokwa,N14
e,CS09
tla,MORPHFUT
ba,VCOP
ho,CN15
kenyeletsa,V
batho,N02
bao,CD02
meputso,N04
ya,CPOSS04
bona,PROPOSS02
e,CS04
phahameng,V
haholo,ADV
ho,CN15
re,V
ba,CS02
ka,MORPHPOT
fumana,V
ditshehetso,N10
tsa,CPOSS10
mmuso,N03
",",ZM
empa,CONJ
ba,CS02
amohela,V
tjhelete,N09
e,CS09
tlase,NLOC
hore,CONJ
ba,CS02
ka,MORPHPOT
fumana,V
kadimo,N09
bankeng,N09
.,ZE
,
Re,CSPERS
kenya,V
mokgwa,N03
wa,CPOSS03
letlole,N05
la,CPOSS05
tiisetso,N09
la,CPOSS05
R1,RV
bilione,N09
ho,CN15
kgothaletsa,V
dibanka,N10
tsa,CPOSS10
poraefete,N09
le,PART
lekala,N05
la,CPOSS05
matlo,N06
",",ZM
ho,CN15
kgakola,V
dihlahiswa,N10
tse,ADJC10
ntjha,ADJ10
tse,CS10
tla,MORPHFUT
shebana,V
le,PART
tlhoko,N09
ya,CPOSS09
bodulo,N14
.,ZE
,
Baheso,N02
",",ZM
,
Selemong,N07
se,CS07
fetileng,V
re,CSPERS
itse,V
",",ZM
batho,N02
ba,CPOSS02
mahaeng,N06
le,PART
bona,PROEMP02
ba,CS02
na,VCOP
le,PART
tokelo,N09
ya,CPOSS09
ho,CN15
ba,VCOP
le,PART
motlakase,N03
",",ZM
metsi,N06
",",ZM
matlwana,N06
a,CS06
tsamaiswang,V
ka,PART
metsi,N06
le,PART
ditsela,N10
.,ZE
,
Ra,CSPERS
re,V
ba,CS02
tshwanetse,VAUX
ho,CN15
ba,VCOP
le,PART
ditsi,N08
tsa,CPOSS08
boikgathollo,N14
le,PART
dipapadi,N10
hammoho,ADV
le,PART
ditsi,N08
tsa,CPOSS08
mabenkele,N06
tse,CS10
jwaloka,ADV
tse,CS10
metsemeholong,N04
.,ZE
,
Tabeng,N09
ena,CD09
",",ZM
re,CSPERS
kgakotse,V
setsha,N07
sa,CPOSS07
pele,NLOC
sa,CPOSS07
teko,N09
sa,CPOSS07
Lenaneo,N05
le,PART
Phatlaletseng,V
la,CPOSS05
Ntshetsopele,N09
ya,CPOSS09
Mahae,N06
Giyani,NPP
",",ZM
Limpopo,NPP
",",ZM
ka,PART
Phato,N09
selemong,N07
se,CS07
fetileng,V
.,ZE
,
Ho,CN15
tloha,V
ka,PART
nako,N09
eo,CD09
",",ZM
matlo,N06
a,ADJC06
231,RV
a,CS06
ahilwe,V
.,ZE
,
Tswelopele,N09
e,CS09
se,VAUX
e,CS09
entswe,V
bakeng,N07
sa,CPOSS07
ho,CN15
fana,V
ka,PART
motheo,N03
wa,CPOSS03
setjhaba,N07
ho,CN15
tshehetsa,V
ntshetsopele,N09
ya,CPOSS09
temo,N09
",",ZM
le,PART
kwetliso,N09
bakeng,N07
sa,CPOSS07
baahi,N02
.,ZE
,
Phumantsho,N09
ya,CPOSS09
ditsha,N08
tsa,CPOSS08
bophelo,N14
bo,ADJC14
botle,ADJ14
le,PART
thuto,N09
di,CS10
ntlafetse,V
.,ZE
,
Re,CSPERS
kenya,V
tshebetsong,N09
mananeo,N06
a,CS06
tshwanang,V
le,PART
lena,CD05
ditsheng,N08
tse,CS08
supileng,V
ho,CN15
phatlalla,V
le,PART
naha,N09
",",ZM
mme,CONJ
di,CS10
tswela,V
molemo,N03
diwate,N10
tse,ADJC10
21,RV
.,ZE
,
Ka,PART
2014,RV
",",ZM
re,CSPERS
ikemiseditse,V
ho,CN15
ba,VCOP
le,PART
ditsha,N08
diwateng,N10
tse,ADJC08
160,RV
.,ZE
,
Re,CSPERS
batla,V
hore,CONJ
60%,RS
ya,CPOSS09
malapa,N06
ditsheng,N08
tsena,CD08
di,CS08
kgone,VAUX
ho,CN15
mekamekana,V
le,PART
ditlhoko,N10
tsa,CPOSS10
dijo,N08
ho,CN15
tswa,V
tlhahisong,N09
eo,CD09
ba,CS02
iketseditseng,V
yona,PROEMP09
ka,PART
2014,RV
.,ZE
,
Hanyane,ADV
hanyane,ADV
ho,CSINDEF
tla,MORPHFUT
loka,V
",",ZM
hantlentle,ADV
baheso,N02
",",ZM
ho,CN15
thwe,V
dintho,N10
tse,ADJC10
kgolo,ADJ10
di,CS10
qala,V
hanyane,ADV
.,ZE
,
Re,CSPERS
boetse,V
re,CSPERS
hloka,V
ho,CN15
kopanya,V
betere,ADV
ntlafatso,N09
ya,CPOSS09
lefatshe,N05
le,PART
mananeo,N06
a,CPOSS06
tshehetso,N09
ya,CPOSS09
temo,N09
.,ZE
,
Katleho,N09
ya,CPOSS09
rona,PROPOSSPERS
tabeng,N09
ena,CD09
e,CS09
tla,MORPHFUT
methwa,V
ka,PART
keketseho,N09
ya,CPOSS09
lenane,N05
la,CPOSS05
borapolasi,N02b
ba,ADJC02
banyenyane,ADJ02
ba,CS02
atlehang,V
moruong,N03
.,ZE
,
Sepikara,N07
se,CS07
hlomphehileng,V
le,PART
Modulasetulo,N01
wa,CPOSS01
NCOP,RL
",",ZM
,
Ha,PART
re,CSPERS
naha,N09
e,CS09
ruileng,V
ka,PART
metsi,N06
.,ZE
,
Empa,CONJ
",",ZM
re,CSPERS
ntse,VAUX
re,CSPERS
lahlehelwa,V
ke,PART
metsi,N06
a,ADJC06
mangata,ADJ06
ka,PART
dipeipi,N10
tse,CS10
dutlang,V
le,PART
motheo,N03
wa,CPOSS03
setjhaba,N07
o,CS03
sa,MORPHPROG
tsepamang,V
.,ZE
,
Re,CSPERS
tla,MORPHFUT
tla,V
ka,PART
mekgwa,N04
ya,CPOSS04
ho,CN15
fokotsa,V
tahlehelo,N09
ya,CPOSS09
metsi,N06
ka,PART
halofo,N09
ka,PART
2014,RV
.,ZE
,
Ditho,N08
tse,CS08
hlomphehileng,V
",",ZM
,
Jwaloka,ADV
ka,PART
karolo,N09
ya,CPOSS09
rona,PROPOSSPERS
ya,CPOSS09
ho,CN15
etsa,V
mekutu,N04
ya,CPOSS04
ho,CN15
kgothaletsa,V
kgolo,N09
e,CS09
matla,N06
ya,CPOSS09
moruo,N03
",",ZM
re,CSPERS
shebile,V
ho,CN15
fokotsa,V
ditjeho,N10
tsa,CPOSS10
ho,CN15
hokahana,V
.,ZE
,
Setjhaba,N07
sa,CPOSS07
maAforika,NPP
Borwa,N14
se,CS07
ka,MORPHPOT
labella,V
phokotso,N09
e,ADJC09
nngwe,ADJ09
e,CS09
phatlaletseng,V
ya,CPOSS09
sekgahla,N07
sa,CPOSS07
ditjeho,N10
tsa,CPOSS10
",",ZM
diselefouno,N10
",",ZM
mehala,N04
ya,CPOSS04
ka,PART
malapeng,N06
le,PART
ya,CPOSS04
setjhaba,N07
.,ZE
,
Re,CSPERS
sebeletsa,V
ho,CN15
eketsa,V
lebelo,N05
la,CPOSS05
dikgokahanyo,N10
tse,CS10
phatlaletseng,V
le,PART
ho,CN15
netefatsa,V
maemo,N06
a,CPOSS06
hodimo,NLOC
a,CPOSS06
tshebeletso,N09
a,CPOSS06
inthanete,N09
",",ZM
re,CSPERS
ipapisitse,V
le,PART
maemo,N06
a,CPOSS06
matjhaba,N06
.,ZE
,
MaAforika,NPP
Borwa,N14
a,CPOSS06
heso,PROPOSSPERS
",",ZM
,
Mmuso,N03
ona,CD03
o,CS03
tla,MORPHFUT
netefatsa,V
hore,CONJ
thepa,N09
ya,CPOSS09
rona,PROPOSSPERS
ya,CPOSS09
tikoloho,N09
le,PART
mehlodi,N04
ya,CPOSS04
