Token,POS
tlhaho,N09
di,CS10
tshireleditswe,V
hantle,ADV
",",ZM
mme,CONJ
di,CS10
dula,V
di,CS10
ntlafatswa,V
.,ZE
,
Rona,PROEMPPERS
mmoho,ADV
le,PART
Brazil,NPP
",",ZM
India,NPP
le,PART
China,NPP
",",ZM
mmoho,ADV
le,PART
United,NPP
States,NPP
",",ZM
e,CS09
emetse,V
dinaha,N10
tsa,CPOSS10
lefatshe,N05
tse,CS10
tswetseng,V
pele,NLOC
",",ZM
re,CSPERS
kentse,V
letsoho,N05
tumellanong,N09
e,CS09
ananetsweng,V
Kopanong,N09
ya,CPOSS09
ho,CN15
Fetofetoha,V
ha,CONJ
Tlelaemete,N09
ya,CPOSS09
Copenhagen,NPP
ka,PART
Tshitwe,N09
selemong,N07
se,CS07
fetileng,V
.,ZE
,
Le,PART
ha,CONJ
e,CSNEUT
sa,MORPHPROG
tsamaya,V
ka,PART
tsela,N09
eo,CD09
re,CSPERS
ne,VAUX
re,CSPERS
rata,V
ka,PART
yona,PROEMP09
",",ZM
ke,VCOP
mohato,N03
wa,CPOSS03
bohlokwa,N14
ho,CN15
ya,V
pele,NLOC
hobane,CONJ
e,CS09
tlama,V
dinaha,N10
tsohle,PROQUANT10
ho,CN15
arabela,V
tabeng,N09
ya,CPOSS09
ho,CN15
fetofetoha,V
ha,CPOSS15
tlelaemete,N09
.,ZE
,
Re,CSPERS
tla,MORPHFUT
sebetsa,V
ka,PART
matla,N06
le,PART
bomphato,N02b
ba,CPOSS02
rona,PROPOSSPERS
ba,CPOSS02
matjhabeng,N06
bakeng,N07
sa,CPOSS07
tumellano,N09
e,CS09
re,COPERS
tlamang,V
bohle,PROQUANT02
ka,PART
molao,N03
.,ZE
,
Jwaloka,ADV
Aforika,NPP
Borwa,N14
",",ZM
re,CSPERS
itlamme,V
ka,PART
boithaopi,N14
ho,CN15
fihlella,V
dintlha,N10
tse,CS10
itseng,V
tse,CS10
tobaneng,V
le,PART
ho,CN15
ntshwa,V
ha,CPOSSLOC
mosi,N03
",",ZM
mme,CONJ
re,CSPERS
tla,MORPHFUT
tswela,V
pele,NLOC
ka,PART
mawala,N06
a,CPOSS06
rona,PROPOSSPERS
a,CPOSS06
nako,N09
e,ADJC09
telele,ADJ09
a,CPOSS06
ho,CN15
lwantsha,V
ho,CN15
fetofetoha,V
ha,CPOSS15
tlelaemete,N09
.,ZE
,
Ditho,N08
tse,ADJC08
hlomphehileng,V
",",ZM
,
Re,CSPERS
tla,MORPHFUT
matlafatsa,V
mekutu,N04
ya,CPOSS04
rona,PROPOSSPERS
ya,CPOSS04
ho,CN15
tlo,V
ntshetsa,V
pele,NLOC
ditabatabelo,N10
tsa,CPOSS10
Aforika,NPP
Borwa,N14
lefatsheng,N05
ka,PART
bophara,N14
.,ZE
,
Re,CSPERS
tla,MORPHFUT
tshehetsa,V
mekutu,N04
ya,CPOSS04
ho,CN15
potlakisa,V
kgokahanyo,N09
ya,CPOSS09
dipolotiki,N10
le,PART
ikonomi,N09
ya,CPOSS09
lebatowa,N05
la,CPOSS05
SADC,RL
",",ZM
le,PART
ho,CN15
ntshetsa,V
pele,NLOC
kgwebo,N09
le,PART
matsete,N06
a,CPOSS06
kopanelo,N09
ka,PART
lebatowa,N05
.,ZE
,
Aforika,NPP
Borwa,N14
e,CS09
tswela,V
pele,NLOC
ho,CN15
bapala,V
karolo,N09
ya,CPOSS09
boetapele,N14
mekutung,N04
ya,CPOSS04
kontinente,N09
ya,CPOSS04
ho,CN15
matlafatsa,V
Kopano,N09
ya,CPOSS09
Aforika,NPP
le,PART
dikarolo,N10
tsa,CPOSS10
yona,PROEMP09
",",ZM
le,PART
ho,CN15
sebeletsa,V
bonngwe,N14
.,ZE
,
Re,CSPERS
tla,MORPHFUT
tsepamisa,V
matla,N06
a,CPOSS06
rona,PROPOSSPERS
bakeng,N07
sa,CPOSS07
ho,CN15
tsoseletsa,V
Selekane,N07
se,ADJC07
Setjha,ADJ07
Bakeng,N07
sa,CPOSS07
Ntshetsopeleng,N09
ya,CPOSS09
Aforika,NPP
",",ZM
e,CS09
le,VCOP
leano,N05
bakeng,N07
sa,CPOSS07
ntshetsopele,N09
ya,CPOSS09
moruo,N03
ka,PART
hara,NLOC
kontinente,N09
.,ZE
,
MaAforika,NPP
Borwa,N14
a,CPOSS06
heso,PROPOSSPERS
",",ZM
,
Tshebeletso,N09
ya,CPOSS09
Setjhaba,N07
e,CS09
lokela,VAUX
ho,CN15
arabela,V
kgoeletso,N09
ya,CPOSS09
ho,CN15
etsa,V
sehla,N07
sena,CD07
sa,CPOSS07
tshebetso,N09
e,CS09
potlakileng,V
le,PART
tshebetso,N09
e,CS09
ntlafetseng,V
ya,CPOSS09
mmuso,N03
.,ZE
,
Re,CSPERS
batla,V
tshebetso,N09
e,CS09
tswileng,V
matsoho,N06
le,PART
ho,CN15
sebetsa,V
ka,PART
thata,ADV
.,ZE
,
Re,CSPERS
hloka,V
basebeletsi,N02
ba,CPOSS02
setjhaba,N07
ba,CS02
itetseng,V
",",ZM
ba,CS02
nang,VCOP
le,PART
bokgoni,N14
le,PART
ba,CS02
kgathallang,V
ditlhoko,N10
tsa,CPOSS10
baahi,N02
.,ZE
,
Mmuso,N03
o,CS03
se,VAUX
o,CS03
sebetsana,V
le,PART
ntshetsopele,N09
le,PART
ho,CN15
kenya,V
tshebetsong,N09
lenaneo,N05
la,CPOSS05
ntshetsopele,N09
ya,CPOSS09
tshebeletso,N09
ya,CPOSS09
setjhaba,N07
",",ZM
le,CS05
tla,MORPHFUT
beha,V
leihlo,N05
boitshwaro,N14
le,PART
maemo,N06
bakeng,N07
sa,CPOSS07
basebeletsi,N02
ba,CPOSS02
setjhaba,N07
mafapheng,N06
ohle,PROQUANT06
.,ZE
,
Ditho,N08
tse,CS08
hlomphehileng,V
",",ZM
,
Re,CSPERS
tswela,V
pele,NLOC
ka,PART
mekutu,N04
ya,CPOSS04
rona,PROPOSSPERS
ya,CPOSS04
ho,CN15
fedisa,V
bobodu,N14
le,PART
boqhekanyetsi,N14
ha,CONJ
ho,CSINDEF
rekwa,V
thepa,N09
ya,CPOSS09
mmuso,N03
le,PART
phano,N09
ya,CPOSS09
dithendara,N10
",",ZM
le,PART
dikopong,N10
tsa,CPOSS10
mangolo,N06
a,CPOSS06
ho,CN15
kganna,V
",",ZM
ditjhelete,N10
tsa,CPOSS10
dithuso,N10
ya,CPOSS04
setjhaba,N07
le,PART
mangolo,N06
a,CPOSS06
boitsebiso,N14
",",ZM
hara,NLOC
tse,ADJC10
ding,ADJ10
.,ZE
,
Re,CSPERS
thabetse,V
tswelopele,N09
eo,CD09
mmuso,N03
o,CS03
e,CO09
etsang,V
dibakeng,N08
tse,ADJC08
ding,ADJ08
.,ZE
,
Bekeng,N09
ena,CD09
",",ZM
re,CSPERS
fedisitse,V
ditefello,N10
tse,ADJC10
32,RV
687,RV
tsa,CPOSS10
boqhekanyetsi,N14
ba,CPOSS14
ditjhelete,N10
tsa,CPOSS10
dithuso,N10
tsa,CPOSS10
setjhaba,N07
",",ZM
tse,CS10
etsang,V
dimilione,N10
tse,ADJC10
R180,RV
.,ZE
,
Komiti,N09
ya,CPOSS09
rona,PROPOSSPERS
ya,CPOSS09
Kopanelo,N09
ya,CPOSS09
Matona,N06
bakeng,N07
sa,CPOSS07
Bobodu,N14
e,CS09
batlana,V
le,PART
ditsela,N10
tsa,CPOSS10
ho,CN15
hlola,V
bobodu,N14
ka,PART
ho,CN15
phethahala,V
.,ZE
,
Ha,CONJ
re,CSPERS
sebetsa,V
mmoho,ADV
",",ZM
re,CSPERS
ka,MORPHPOT
etsa,V
haholwanyane,ADV
.,ZE
,
Baheso,N02
",",ZM
,
Jwaloka,ADV
ha,CONJ
le,CSPERS
hlokomela,V
",",ZM
re,CSPERS
butse,V
Mohala,N03
o,CS03
Kgethehileng,V
wa,CPOSS03
Mopresidente,N01
ho,CN15
etsa,V
hore,CONJ
setjhaba,N07
se,CS07
fihlella,V
Ofisi,N09
ya,CPOSS09
Mopresidente,N01
habonolo,ADV
",",ZM
le,PART
ho,CN15
thusa,V
ho,CN15
tlosa,V
dithibelo,N10
tsa,CPOSS10
phano,N09
ya,CPOSS09
ditshebeletso,N10
.,ZE
,
Mohala,N03
o,CS03
kgethehileng,V
o,CS03
bontsha,V
maikemisetso,N06
a,CPOSS06
mmuso,N03
ho,CN15
etsa,V
dintho,N10
ka,PART
tsela,N09
e,CS09
fapaneng,V
.,ZE
,
O,CSPERS
entse,V
phapang,N09
maphelong,N06
a,CPOSS06
maAforika,NPP
Borwa,N14
a,ADJC06
mangata,ADJ06
.,ZE
,
Re,CSPERS
ka,PART
qolla,V
mofumahadi,N01
Buziwe,N01a
Ngaleka,N01a
wa,CPOSS01
Mount,NPP
Frere,NPP
",",ZM
eo,CD01
mohala,N03
wa,CPOSS03
hae,PROPOSSPERS
e,CSNEUT
bileng,VCOP
wa,CPOSS03
pele,NLOC
tshebeletsong,N09
ena,CD09
mabapi,ADV
le,PART
pentjhene,N09
ya,CPOSS09
mofu,N01
monna,N01
wa,CPOSS01
hae,PROPOSSPERS
.,ZE
,
O,CSPERS
teng,NLOC
hara,NLOC
rona,PROPOSSPERS
bosiung,N14
bona,CD14
.,ZE
,
Hara,NLOC
rona,PROPOSSPERS
re,CSPERS
boetse,V
re,CSPERS
na,VCOP
le,PART
Monghadi,N01a
Nkululeko,N01a
Cele,N01a
",",ZM
ya,CS01
ileng,VAUX
a,CS01
thuswa,V
ho,CN15
fumana,V
mangolo,N06
a,CPOSS06
boitsebiso,N14
",",ZM
a,CS06
mo,CO01
thusitseng,V
ho,CN15
ingodisa,V
Yunivesithing,N09
ya,CPOSS09
Thekenoloji,N09
ya,CPOSS09
Tshwane,NPP
.,ZE
,
Tsena,CD10
ke,VCOP
dipale,N10
tse,ADJC10
pedi,ADJ10
feela,ADV
tsa,CPOSS10
katleho,N09
ya,CPOSS09
rona,PROPOSSPERS
.,ZE
,
Ka,PART
dintlha,N10
le,PART
mehlala,N04
e,ADJC04
meng,ADJ04
",",ZM
re,CSPERS
hlwaya,V
bofokodi,N14
bo,CS14
lokelang,VAUX
ho,CN15
lokiswa,V
ke,PART
mafapha,N06
a,CS06
fapaneng,V
a,CPOSS06
mmuso,N03
.,ZE
,
Ka,PART
thuso,N09
ya,CPOSS09
Sepikara,N07
",",ZM
re,CSPERS
memme,V
boemedi,N14
ba,CPOSS14
mekga,N04
e,ADJC04
mengata,ADJ04
ho,CN15
tswa,V
Palamenteng,N09
ho,CN15
etela,V
setsha,N07
sa,CPOSS07
rona,PROPOSSPERS
sa,CPOSS07
mehala,N04
",",ZM
hore,CONJ
Maloko,N06
a,CPOSS06
Palamente,N09
a,CS06
iponele,V
ka,PART
mahlo,N06
mosebetsi,N03
o,CS03
etswang,V
.,ZE
,
Baheso,N02
le,PART
metswalle,N04
",",ZM
,
Ke,CSPERS
nehelane,V
ka,PART
dintlha,N10
tse,CS10
ka,PART
sehlohlolong,N07
tsa,CPOSS10
meralo,N04
ya,CPOSS04
rona,PROPOSSPERS
bakeng,N07
sa,CPOSS07
2010,RV
",",ZM
boitlamo,N14
ba,CPOSS14
rona,PROPOSSPERS
ba,CPOSS14
kopanelo,N09
jwaloka,ADV
mmuso,N03
ho,PART
batho,N02
ba,CPOSS02
Aforika,NPP
Borwa,N14
.,ZE
,
Puo,N09
ya,CPOSS09
Maemo,N06
a,CPOSS06
Setjhaba,N07
e,CS09
fana,V
ka,PART
kakaretso,N09
e,CS09
phatlaletseng,V
ya,CPOSS09
moralo,N03
wa,CPOSS03
rona,PROPOSSPERS
wa,CPOSS03
tshebetso,N09
.,ZE
,
Matona,N06
a,CS06
tla,MORPHFUT
nehelana,V
ka,PART
dintlha,N10
ka,PART
botebo,N14
dipuong,N10
tsa,CPOSS10
ona,PROPOSS06
tsa,CPOSS10
Kgetho,N09
ya,CPOSS09
Ditekanyetso,N10
tse,CS10
fapaneng,V
.,ZE
,
Ditho,N08
tse,CS08
hlomphehileng,V
",",ZM
maAforika,NPP
Borwa,N14
a,CPOSS06
heso,PROPOSSPERS
",",ZM
,
ka,PART
Pudungwana,N09
selemong,N07
sena,CD07
",",ZM
re,CSPERS
tla,MORPHFUT
tshwaya,V
sehopotso,N07
sa,CPOSS07
dilemo,N08
tse,ADJC08
150,RV
tsa,CPOSS08
ho,CN15
fihla,V
ha,CPOSSLOC
maIndia,N06
Aforika,NPP
Borwa,N14
.,ZE
,
Sena,CD07
se,CS07
fana,V
ka,PART
monyetla,N03
wa,CPOSS03
ho,CN15
ananela,V
nyehelo,N09
ya,CPOSS09
bohlokwa,N14
ya,CPOSS09
setjhaba,N07
sa,CPOSS07
maIndia,N06
mafapheng,N06
a,CPOSS06
basebetsi,N02
",",ZM
kgwebo,N09
",",ZM
saense,N09
",",ZM
dipapadi,N10
",",ZM
tumelo,N09
",",ZM
bonono,N14
",",ZM
botjhaba,N14
le,PART
phihlello,N09
le,PART
tiiisetso,N09
ya,CPOSS09
demokerasi,N09
ya,CPOSS09
rona,PROPOSSPERS
.,ZE
,
Baheso,N02
le,PART
metswalle,N04
",",ZM
,
Ha,PART
ke,CSPERS
nke,V
monyetla,N03
ona,CD03
hore,CONJ
hapehape,ADV
re,CSPERS
fetisetse,V
matshediso,N06
a,CS06
tswang,V
botebong,N14
ba,CPOSS14
dipelo,N10
tsa,CPOSS10
rona,PROPOSSPERS
ho,PART
mmuso,N03
le,PART
batho,N02
ba,CPOSS02
Haiti,NPP
ka,PART
koduwa,N09
e,ADJC09
kgolo,ADJ09
e,CS09
ba,CO02
wetseng,V
.,ZE
,
Re,CSPERS
thabile,V
haholo,ADV
hore,CONJ
meifo,N04
ya,CPOSS04
rona,PROPOSSPERS
ya,CPOSS04
pholoso,N09
e,CS04
kgonne,V
ho,CN15
ya,V
thusa,V
.,ZE
,
Ke,CSPERS
lakatsa,VAUX
ho,CN15
ananela,V
ka,PART
ho,CN15
ikgetha,V
moAforika,NPP
Borwa,N14
a,CS06
sa,MNEG
keng,V
a,CS06
hloleha,VAUX
ho,CN15
thusa,V
nakong,N09
tsa,CPOSS10
dikoduwa,N10
",",ZM
le,PART
ho,CN15
re,COPERS
thusa,VAUX
ho,CN15
ntshetsapele,V
pono,N09
ya,CPOSS09
setjhaba,N07
se,CS07
kgathallang,V
.,ZE
,
Re,CSPERS
amohela,V
Ngaka,N09
Imtiaz,N01a
Sooliman,N01a
wa,CPOSS01
Gift,RV
of,RV
the,RV
Givers,RV
ka,PART
hara,NLOC
ntlo,N09
ena,CD09
kajeno,ADV
.,ZE
,
MaAforika,NPP
borwa,N14
a,CPOSS06
heso,PROPOSSPERS
",",ZM
,
Ho,CN15
tshwara,V
dipapadi,N10
tsa,CPOSS10
Mohope,N03
wa,CPOSS03
Lefatshe,N05
wa,CPOSS03
FIFA,RK
ho,CN15
etsa,V
selemo,N07
sa,CPOSS07
2010,RV
e,CSNEUT
be,VCOP
sa,CPOSS07
tshebetso,N09
e,CS09
le,VCOP
ka,PART
nnete,N09
.,ZE
,
Re,CSPERS
dutse,V
dilemo,N08
tse,ADJC08
telele,ADJ08
re,CSPERS
rera,V
bakeng,N07
sa,CPOSS07
Mohope,N03
ona,CD03
wa,CPOSS03
Lefatshe,N05
.,ZE
,
Re,CSPERS
setse,V
feela,ADV
ka,PART
dikgwedi,N10
tse,ADJC10
tharo,ADJ10
.,ZE
,
Mme,CONJ
re,CSPERS
ikemiseditse,VAUX
ho,CN15
atleha,V
.,ZE
,
Motheo,N03
wa,CPOSS03
setjhaba,N07
",",ZM
tshireletso,N09
le,PART
ditlhophiso,N10
di,CCOP10
motjheng,N03
bakeng,N07
sa,CPOSS07
ho,CN15
netefatsa,V
thonamente,N09
e,CS09
atlehileng,V
.,ZE
,
Jwaloka,ADV
setjhaba,N07
",",ZM
re,CSPERS
lokela,VAUX
ho,CN15
isa,V
diteboho,N10
ho,PART
Komiti,N09
ya,CPOSS09
Lehae,N05
e,CS09
Hlophisang,V
2010,RV
bakeng,N07
sa,CPOSS07
mekutu,N04
ya,CPOSS04
bona,PROPOSS02
e,CS04
babatsehang,V
.,ZE
,
Re,CSPERS
lakaletsa,V
Modulasetulo,N01
wa,CPOSS01
LOC,RL
",",ZM
Irvin,N01a
Khoza,N01a
",",ZM
CEO,RL
Danny,N01a
Jordaan,N01a
le,PART
mokwetlisi,N01
wa,CPOSS01
Bafana,N02b
Bafana,N02b
",",ZM
Carlos,N01a
Alberto,N01a
Parreira,N01a
",",ZM
tsohle,PROQUANT10
tse,CS10
molemo,N03
bakeng,N07
sa,CPOSS07
dikgwedi,N10
tse,CS10
tlang,V
.,ZE
,
Mopresidente,N01
Mandela,N01a
o,CS01
ne,VAUX
a,CS01
le,VCOP
bohareng,N14
ba,CPOSS14
ho,CN15
thusa,V
naha,N09
ho,CN15
hlola,V
ditokelo,N10
tsa,CPOSS10
ho,CN15
tshwara,V
morero,N03
ona,CD03
o,ADJC03
moholo,ADJ03
.,ZE
,
Ha,CONJ
ho,CSINDEF
le,VCOP
jwalo,ADV
re,CSPERS
lokela,VAUX
ho,CN15
etsa,V
Mohope,N03
wa,CPOSS03
Lefatshe,N05
katleho,N09
e,ADJC09
kgolo,ADJ09
bakeng,N07
sa,CPOSS07
ho,CN15
mo,CO01
hlompha,V
.,ZE
,
Baheso,N02
",",ZM
ha,PART
re,CSPERS
boeleng,V
re,CSPERS
tshehetse,V
sehlopha,N07
sa,CPOSS07
naha,N09
Bafana,N02b
Bafana,N02b
.,ZE
,
Ke,VCOP
e,ADJC01
mong,ADJ01
wa,CPOSS01
ba,CS02
kgolwang,V
hore,CONJ
Bafana,N02b
Bafana,N02b
ba,CS02
tla,MORPHFUT
etsa,V
dimakatso,N10
.,ZE
,
Seo,CD07
e,CSNEUT
leng,VCOP
sa,CPOSS07
bohlokwa,N14
",",ZM
tekete,N09
letsohong,N05
baheso,N02
!,ZE
,
Bohle,PROQUANT02
ha,PART
re,CSPERS
rekeng,V
ditekete,N10
ka,PART
nako,N09
hore,CONJ
re,CSPERS
tsebe,V
ho,CN15
ya,V
dipapading,N10
.,ZE
,
MaAforika,NPP
Borwa,N14
a,CPOSS06
heso,PROPOSSPERS
",",ZM
,
Jwaloka,ADV
ha,CONJ
re,CSPERS
keteka,V
tokoloho,N09
ya,CPOSS09
Madiba,N01a
kajeno,ADV
",",ZM
re,CSPERS
itlama,V
botjha,N14
bakeng,N07
sa,CPOSS07
poelano,N09
",",ZM
bonngwe,N14
ba,CPOSS14
setjhaba,N07
",",ZM
ho,CN15
se,MNEG
kgetholle,V
ka,PART
morabe,N03
le,PART
ho,CN15
aha,V
a,CPOSS06
bokamoso,N14
bo,ADJC14
betere,ADJ14
mmoho,ADV
jwaloka,ADV
maAforika,NPP
Borwa,N14
",",ZM
ba,ADJC02
batsho,ADJ02
le,PART
ba,ADJC02
basweu,ADJ02
.,ZE
,
Re,CSPERS
tataiswa,V
ke,PART
se,CS07
buuweng,V
ke,PART
Madiba,N01a
kgotla,N09
",",ZM
mme,CONJ
ke,CSPERS
a,MORPHPRES
qotsa,V
:,ZM
,
"""",ZPL
Bophelong,N14
ba,CPOSS14
ka,PROPOSSPERS
ke,CSPERS
iteletse,V
ho,CN15
lwana,V
bakeng,N07
sa,CPOSS07
batho,N02
ba,CPOSS02
maAforika,NPP
.,ZE
,
Ke,CSPERS
lwanne,V
kgahlanong,N09
le,PART
kgatello,N09
ya,CPOSS09
ba,ADJC02
basweu,ADJ02
",",ZM
le,PART
ho,CN15
lwana,V
kgahlanong,N09
le,PART
kgatello,N09
ya,CPOSS09
batho,N02
ba,ADJC02
batsho,ADJ02
.,ZE
,
"""",ZPL
E,CSNEUT
sa,MORPHPROG
le,VCOP
ke,CSPERS
na,VCOP
le,PART
toro,N09
ya,CPOSS09
setjhaba,N07
sa,CPOSS07
demokerasi,N09
le,PART
se,CS07
lokolohileng,V
",",ZM
moo,CD18
batho,N02
bohle,PROQUANT02
ba,CS02
phelang,V
mmoho,ADV
ka,PART
kutlwano,N09
",",ZM
le,PART
ka,PART
menyetla,N04
e,CS04
lekanang,V
.,ZE
,
Ke,VCOP
toro,N09
eo,CD09
ke,CSPERS
lakatsang,V
ho,CN15
iphelela,V
",",ZM
le,PART
ho,CN15
e,CO09
fihlella,V
.,ZE
,
"""",ZPL
Empa,CONJ
ha,CONJ
ho,CSINDEF
hlokeha,V
",",ZM
ke,VCOP
toro,N09
eo,CD09
ke,CSPERS
ikemiseditseng,V
ho,CN15
shwa,V
bakeng,N07
sa,CPOSS07
yona,PROEMP09
"""",ZPL
.,ZE
,
Ka,PART
lebaka,N05
la,CPOSS05
ho,CN15
kgothaletswa,V
ke,PART
Madiba,N01a
",",ZM
ke,VCOP
tlhompho,N09
ho,PART
nna,PROEMPPERS
ho,CN15
etsa,V
puo,N09
ena,CD09
e,CS09
mabapi,ADV
le,PART
Maemo,N06
a,CPOSS06
Setjhaba,N07
ya,CPOSS09
2010,RV
ho,CN15
hopola,V
bahale,N02
le,PART
bahalehatsana,N02
ba,CPOSS02
rona,PROPOSSPERS
",",ZM
ba,CS02
roriswang,V
le,PART
ba,CS02
sa,MNEG
rorisweng,V
",",ZM
ba,CS02
tsejwang,V
le,PART
ba,CS02
sa,MNEG
tsejweng,V
.,ZE
,
Ha,PART
re,CSPERS
sebetseng,V
mmoho,ADV
ho,CN15
etsa,V
selemo,N07
sena,CD07
sa,CPOSS07
tshebetso,N09
se,CS07
atlehileng,V
bakeng,N07
sa,CPOSS07
naha,N09
ya,CPOSS09
rona,PROPOSSPERS
.,ZE
,